[0.000000] (-) TimerEvent: {}
[1.586715] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpManual.pnml\n'}
[1.586809] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car\n'}
[1.586903] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarMainDispatch.pnml\n'}
[1.586996] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png\n'}
[1.587088] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarRemote.png\n'}
[1.587180] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpPowerDock.png\n'}
[1.587273] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarMainDispatch.png\n'}
[1.587367] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpWorkSheet_config.pnml.png\n'}
[1.587460] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/hyc_action_dispatch_1.pdf\n'}
[1.587552] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/hyc_action_dispatch.pdf\n'}
[1.587645] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarManual.png\n'}
[1.588094] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarUnknow.png\n'}
[1.588192] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarInitPose.png\n'}
[1.588281] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarMainDispatch_test_2.png\n'}
[1.588365] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarNone.png\n'}
[1.588449] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarStandby.png\n'}
[1.588531] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpWorkSheet_config.png\n'}
[1.588613] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpWorkSheet_config.pnml.png.pnml\n'}
[1.588702] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/pnpCarControllerRetry.png\n'}
[1.588785] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/png/hyc_action_dispatch.odg\n'}
[1.588875] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarUnknow.pnml\n'}
[1.588957] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpPowerDock.pnml\n'}
[1.589038] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarNone.pnml\n'}
[1.589120] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpManual.pnml\n'}
[1.589218] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpMoveToPark.pnml\n'}
[1.589301] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarControllerRetry.pnml\n'}
[1.589382] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarRemote.pnml\n'}
[1.589463] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarStandby.pnml\n'}
[1.589544] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarManual.pnml\n'}
[1.589626] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/car/pnpCarInitPose.pnml\n'}
[1.589707] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarMainDispatch_test.pnml\n'}
[1.589814] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpMoveToPark.pnml\n'}
[1.589896] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarMainDispatch_1_test.pnml\n'}
[1.589977] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarControllerRetry.pnml\n'}
[1.590059] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarMainDispatch_test_2.png\n'}
[1.590140] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarRemote.pnml\n'}
[1.590259] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/test\n'}
[1.590377] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/test/pnpMoveToArea1.pnml\n'}
[1.590488] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/test/pnpMoveToArea2.pnml\n'}
[1.590599] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/test/pnpMoveToTest.pnml\n'}
[1.590710] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module\n'}
[1.590818] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleHomeMove.pnml\n'}
[1.590927] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModulePreDockMove.pnml\n'}
[1.591035] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleTurn.pnml\n'}
[1.591143] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModulePowerPreDockMove.pnml\n'}
[1.591251] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpWorkSheetRun.pnml\n'}
[1.591360] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/system\n'}
[1.591531] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/system/pnpModuleMainDispatch.pnml\n'}
[1.591641] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/system/pnpModuleMoveINT.pnml\n'}
[1.591739] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/system/pnpModuleBatteryCharge.pnml\n'}
[1.591907] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/system/pnpModuleMove.pnml\n'}
[1.592125] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleParamsInitSet.pnml\n'}
[1.592219] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleCommonMove.pnml\n'}
[1.592312] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png\n'}
[1.592406] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleSetStatus.png\n'}
[1.592498] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModulePostDockMove.png\n'}
[1.592590] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleDock.png\n'}
[1.592682] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleTurn.png.pnml\n'}
[1.592775] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModulePowerPreDockMove.png\n'}
[1.592868] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleHomeMove.png\n'}
[1.592961] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModulePowerPostUnDockMove.png\n'}
[1.593052] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/hyc_action_pnp_modules.odg\n'}
[1.593144] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleMoveINT.png\n'}
[1.593237] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleDoFunction.png\n'}
[1.593329] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleUnDock.png\n'}
[1.593421] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleMove.png\n'}
[1.593513] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleBatteryCharge.png\n'}
[1.593604] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/hyc_action_pnp_modules.pdf\n'}
[1.593696] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModulePowerPostUnDockMove.png.pnml\n'}
[1.593819] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleParamsInitSet.png.pnml\n'}
[1.593914] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleParamsInitSet.png\n'}
[1.594055] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModulePutInCharge.png\n'}
[1.594164] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpWorkSheetRun.png\n'}
[1.594540] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModulePreDockMove.png\n'}
[1.594641] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleCommonMove.png\n'}
[1.594735] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleTurn.png\n'}
[1.594828] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/hyc_action_dispatch.odg\n'}
[1.595248] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/png/pnpModuleParkMove.png\n'}
[1.596446] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleUnDock.pnml\n'}
[1.596545] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModulePowerPostUnDockMove.pnml\n'}
[1.596641] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModulePutInCharge.pnml\n'}
[1.596734] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleSetStatus.pnml\n'}
[1.596830] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleParamsInitSet123.pnml\n'}
[1.596925] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleDoFunction.pnml\n'}
[1.597021] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleMoveINT.pnml\n'}
[1.597116] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleBatteryCharge.pnml\n'}
[1.597209] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleParkMove.pnml\n'}
[1.597303] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModulePostDockMove.pnml\n'}
[1.597398] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest\n'}
[1.597491] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest/pnpModulePreDockMove.pnml\n'}
[1.597751] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest/pnpModuleParamsInitSet.pnml\n'}
[1.597852] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest/pnpModuleTurnTest.pnml\n'}
[1.597947] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest/pnpModuleSetStatus.pnml\n'}
[1.598041] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest/pnpModuleMoveINT.pnml\n'}
[1.598136] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpTest/pnpModuleParkMove.pnml\n'}
[1.598231] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleDock.pnml\n'}
[1.598324] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnp_module/pnpModuleMove.pnml\n'}
[1.598417] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarStandby.pnml\n'}
[1.598510] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpWorkSheet_config.pnml\n'}
[1.598613] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpWorkSheet_test.pnml\n'}
[1.598709] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarManual.pnml\n'}
[1.598803] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/pnpCarInitPose.pnml\n'}
[1.598897] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup\n'}
[1.598991] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/exptest.pnml\n'}
[1.599086] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module\n'}
[1.599181] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPreDock.pnml\n'}
[1.599802] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpAGVMoveTo.pnml\n'}
[1.599901] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPreMission.pnml\n'}
[1.599995] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPoseRecognize.pnml\n'}
[1.600090] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPostMission.pnml\n'}
[1.600195] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnp_main_sequence.pnml\n'}
[1.600291] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpInitial.pnml\n'}
[1.600385] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpMissionAGVMoveTo.pnml\n'}
[1.600478] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference\n'}
[1.600572] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_template.pnml.png.pnml\n'}
[1.600666] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_template_new1.pnml\n'}
[1.600760] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/power_dock.pnml\n'}
[1.600855] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_template.png\n'}
[1.600949] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_template.pnml\n'}
[1.601044] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_template_new.png\n'}
[1.601138] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_main_sequence.png\n'}
[1.601234] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/reference/pnp_template_new.pnml\n'}
[1.601328] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPowerUndock.pnml\n'}
[1.601421] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPowerDock.pnml\n'}
[1.601516] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpStandbySet.pnml\n'}
[1.601610] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpInitPosSet.pnml\n'}
[1.601782] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpMission.pnml\n'}
[1.601887] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpAGVStandby.pnml\n'}
[1.601982] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpMainctrlStatus.pnml\n'}
[1.602076] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpAGVMoveTo1.pnml\n'}
[1.602199] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPowerPlugIn.pnml\n'}
[1.602296] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpAlarmSet.pnml\n'}
[1.602392] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPostUndock.pnml\n'}
[1.602486] (robot_scheduling_server) StdoutLine: {'line': b'-- Up-to-date: /home/handsome/ros_ws_test/install/robot_scheduling_server/share/robot_scheduling_server/plans/backup/module/pnpPowerPlugOut.pnml\n'}
